"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"CENPVL3",1.65009766691846,-1.17923310528434,0.448807547129178,-2.6274805600471,0.00860197567424654,0.0158634788406414,"DOWN"
"PNMA6F",1.67166491768467,-1.28877539362786,0.477865544354928,-2.69694144901697,0.00699795736265314,0.0131403840997565,"DOWN"
"C2CD4D",98.5169761314843,-1.06561066166096,0.105207296739849,-10.1286763816007,4.12191114370637e-24,1.24945832195927e-22,"DOWN"
"NA.77",NA,NA,NA,NA,NA,NA,NA
"NA.78",NA,NA,NA,NA,NA,NA,NA
"NA.79",NA,NA,NA,NA,NA,NA,NA
"NA.80",NA,NA,NA,NA,NA,NA,NA
"NA.81",NA,NA,NA,NA,NA,NA,NA
"NA.82",NA,NA,NA,NA,NA,NA,NA
"NA.83",NA,NA,NA,NA,NA,NA,NA
"NA.84",NA,NA,NA,NA,NA,NA,NA
"NA.85",NA,NA,NA,NA,NA,NA,NA
"NA.86",NA,NA,NA,NA,NA,NA,NA
"NA.87",NA,NA,NA,NA,NA,NA,NA
"PRAC2",3.45805172630938,-1.38408166446893,0.357664145146329,-3.86978030437653,0.000108933472374391,0.000285149383568259,"DOWN"
"NA.88",NA,NA,NA,NA,NA,NA,NA
"NA.89",NA,NA,NA,NA,NA,NA,NA
"NA.90",NA,NA,NA,NA,NA,NA,NA
"NA.91",NA,NA,NA,NA,NA,NA,NA
"NA.92",NA,NA,NA,NA,NA,NA,NA
"PLSCR5",0.4500535816161,-1.06806806884768,0.410819851075241,-2.59984532405682,0.00932657880960507,0.0170882071421332,"DOWN"
"NA.93",NA,NA,NA,NA,NA,NA,NA
"NA.94",NA,NA,NA,NA,NA,NA,NA
"NA.95",NA,NA,NA,NA,NA,NA,NA
"NA.96",NA,NA,NA,NA,NA,NA,NA
"NA.97",NA,NA,NA,NA,NA,NA,NA
"ERVH48-1",109.079922172422,-2.94770652048264,0.221382013148183,-13.3150226550229,1.89315021557229e-40,1.58366484342144e-38,"DOWN"
"NA.98",NA,NA,NA,NA,NA,NA,NA
"PIRT",1.69242805929212,-1.246306850276,0.389350755791747,-3.20098736611318,0.00136957537049601,0.00293732323353187,"DOWN"
"TMEM229A",40.4544881658692,-1.48851489782286,0.312124160175044,-4.76898326931204,1.85158035329251e-06,6.5485669871211e-06,"DOWN"
"NA.99",NA,NA,NA,NA,NA,NA,NA
"NA.100",NA,NA,NA,NA,NA,NA,NA
"NA.101",NA,NA,NA,NA,NA,NA,NA
"NA.102",NA,NA,NA,NA,NA,NA,NA
"NA.103",NA,NA,NA,NA,NA,NA,NA
"CLEC2L",23.5117779472414,-1.11848001003194,0.243041100291712,-4.60202002331901,4.18412967574001e-06,1.39430452230892e-05,"DOWN"
